FileName,SHA256,Malicious,Suspicious
已清洗-0a9dd4bd342b3437d78e091ccc26f9478d39895e97b30f8d5faf1de7613b233b-17545334971492162,b1759228c651c64548f6187998be2367fe7dd3d46f4f09cf79a2a67f7fa9ea5d,0,0
